ABC.A,ARC.B,BNC,BPV,BVCC,BVL,CCP.B,CCR,CGQ,CRM.A,DOM,EFE,ENV,FNC,GMC.B,GZL,ICP.B,IVC.A,IVC.B,MPA,MTC.B,MVZ.A,MVZ.B,PCP.B,PGR,PIV.B,PTN,RFM,RST,RST.B,SVS,TDV.D,TPG
138666662,2000000,257919300,7000000000,57000000,3647133702,3299400,2834081,91196788,183930796,48125000,700000000,126923808,81081000,200000,48502248,5225000,40426131,17532183,93410330,229410000,10800000,0,54839088,18000000,732317516,0,152986904,0,571284776,5882098,52524376,30375546,1188344665
